# German main-verb lemma frequency ranking (top 5000).
# Source: UD German-HDT (Universal Dependencies release of the Hamburg
#   Dependency Treebank), https://github.com/UniversalDependencies/UD_German-HDT
#   License: CC BY-SA 4.0 — this derived list is likewise CC BY-SA 4.0.
# Method: XPOS VV* tokens; PTKVZ separable prefixes re-attached to head lemma;
#   lemmas lowercased and restricted to /^[a-zäöüß]+n$/. See docs/adr/0009.
# Extracted: 2026-07-23 by tools/extract-verb-frequency.mjs.
rank,lemma,freq
2687,ankünden,4
2688,anmessen,4
2689,anreichern,4
2690,anrücken,4
2691,anschwärzen,4
2692,anschwellen,4
2693,anstiften,4
2694,aufbürden,4
2695,aufdrucken,4
2696,aufdrücken,4
2697,auferstehen,4
2698,aufhängen,4
2699,aufpäppeln,4
2700,aufrütteln,4
2701,aufschalten,4
2702,aufstoßen,4
2703,ausbuchen,4
2704,auseinanderliegen,4
2705,ausharren,4
2706,ausleben,4
2707,ausruhen,4
2708,aussortieren,4
2709,ausstoßen,4
2710,austrocknen,4
2711,auszählen,4
2712,baden,4
2713,ballern,4
2714,beamen,4
2715,bedrucken,4
2716,befehlen,4
2717,beirren,4
2718,bejahen,4
2719,bekanntmachen,4
2720,bekleckern,4
2721,beleidigen,4
2722,belichten,4
2723,bergaufgehen,4
2724,berieseln,4
2725,bestechen,4
2726,bewachen,4
2727,bluten,4
2728,bohren,4
2729,brachliegen,4
2730,dämmern,4
2731,dechiffrieren,4
2732,deponieren,4
2733,dichten,4
2734,dichtmachen,4
2735,differieren,4
2736,disqualifizieren,4
2737,durcharbeiten,4
2738,durchschauen,4
2739,durchstehen,4
2740,einbehalten,4
2741,einfärben,4
2742,einfliegen,4
2743,einklicken,4
2744,einpflanzen,4
2745,einschieben,4
2746,einspannen,4
2747,einwerben,4
2748,entgegengehen,4
2749,entgegenstellen,4
2750,entlohnen,4
2751,entmutigen,4
2752,entsetzen,4
2753,entwerten,4
2754,entzaubern,4
2755,erbeuten,4
2756,erbosen,4
2757,erklimmen,4
2758,erschießen,4
2759,erschlagen,4
2760,erschleichen,4
2761,ersinnen,4
2762,ertappen,4
2763,evaluieren,4
2764,festfahren,4
2765,flüchten,4
2766,freilassen,4
2767,frönen,4
2768,fügen,4
2769,grüßen,4
2770,gutheißen,4
2771,gutmachen,4
2772,harmonieren,4
2773,herausfallen,4
2774,herausspringen,4
2775,herausziehen,4
2776,hereinkommen,4
2777,heruntersetzen,4
2778,hinarbeiten,4
2779,hingeben,4
2780,hingehen,4
2781,hinsehen,4
2782,hinterfragen,4
2783,hinterherkommen,4
2784,inhaftieren,4
2785,initialisieren,4
2786,intervenieren,4
2787,kaputtmachen,4
2788,kaschieren,4
2789,klopfen,4
2790,koexistieren,4
2791,komplizieren,4
2792,korrespondieren,4
2793,krachen,4
2794,lähmen,4
2795,lasten,4
2796,lehnen,4
2797,leihen,4
2798,löten,4
2799,lügen,4
2800,manövrieren,4
2801,migrieren,4
2802,missfallen,4
2803,misslingen,4
2804,miteinbeziehen,4
2805,mitentscheiden,4
2806,mitentwickeln,4
2807,mitfinanzieren,4
2808,mitgehen,4
2809,modulieren,4
2810,nachempfinden,4
2811,nachforschen,4
2812,nachkaufen,4
2813,nachprüfen,4
2814,nachrücken,4
2815,nachverhandeln,4
2816,nahestehen,4
2817,opponieren,4
2818,patzen,4
2819,pilgern,4
2820,plündern,4
2821,polstern,4
2822,poltern,4
2823,präferieren,4
2824,präparieren,4
2825,punkten,4
2826,quasseln,4
2827,reifen,4
2828,reinstecken,4
2829,runterladen,4
2830,rütteln,4
2831,säen,4
2832,sanktionieren,4
2833,sättigen,4
2834,schliddern,4
2835,schlussfolgern,4
2836,schonen,4
2837,schrecken,4
2838,schultern,4
2839,schwertun,4
2840,sequenzieren,4
2841,skalieren,4
2842,sonnen,4
2843,spionieren,4
2844,splitten,4
2845,stampfen,4
2846,starren,4
2847,stechen,4
2848,streicheln,4
2849,symbolisieren,4
2850,tilgen,4
2851,titulieren,4
2852,trällern,4
2853,trotzen,4
2854,überhöhen,4
2855,überkochen,4
2856,überrunden,4
2857,überschütten,4
2858,überschwemmen,4
2859,übriglassen,4
2860,umbringen,4
2861,unterjubeln,4
2862,unterschieben,4
2863,verbitten,4
2864,verblüffen,4
2865,verhärten,4
2866,verherrlichen,4
2867,verhökern,4
2868,verkennen,4
2869,verkneifen,4
2870,verlesen,4
2871,verlosen,4
2872,vermessen,4
2873,verpatzen,4
2874,versiegeln,4
2875,verzeihen,4
2876,vollbringen,4
2877,vorbeiführen,4
2878,vorsprechen,4
2879,vorzeigen,4
2880,walten,4
2881,wegdenken,4
2882,wegwerfen,4
2883,wehen,4
2884,wetten,4
2885,wuchern,4
2886,zappen,4
2887,zeitigen,4
2888,zerfallen,4
2889,zersetzen,4
2890,zerstückeln,4
2891,zerteilen,4
2892,zittern,4
2893,zuarbeiten,4
2894,züchten,4
2895,zuerkennen,4
2896,zufallen,4
2897,zulangen,4
2898,zuliefern,4
2899,zünden,4
2900,zurückdrehen,4
2901,zurückfinden,4
2902,zurücklassen,4
2903,zurücksenden,4
2904,zurückstehen,4
2905,zurückstufen,4
2906,zusammenfallen,4
2907,zusammenspielen,4
2908,abbremsen,3
2909,abbringen,3
2910,abfassen,3
2911,abflauen,3
2912,abgreifen,3
2913,abhelfen,3
2914,abklopfen,3
2915,abkupfern,3
2916,abladen,3
2917,abmildern,3
2918,abschleifen,3
2919,absinken,3
2920,abstatten,3
2921,absteigen,3
2922,abstempeln,3
2923,abtasten,3
2924,abtrennen,3
2925,abzwacken,3
2926,ächten,3
2927,akkreditieren,3
2928,anbetreffen,3
2929,angeln,3
2930,annullieren,3
2931,anrollen,3
2932,ansurfen,3
2933,antun,3
2934,anzetteln,3
2935,artikulieren,3
2936,assoziieren,3
2937,aufbauschen,3
2938,aufblühen,3
2939,aufflammen,3
2940,aufhalsen,3
2941,aufkleben,3
2942,aufreißen,3
2943,aufzehren,3
2944,ausbaden,3
2945,ausbrüten,3
2946,auseinanderbrechen,3
2947,auseinanderhalten,3
2948,aushecken,3
2949,aushelfen,3
2950,auskundschaften,3
2951,ausleihen,3
2952,ausmustern,3
2953,ausplaudern,3
2954,ausschauen,3
2955,ausschelten,3
2956,ausschneiden,3
2957,aussitzen,3
2958,aussparen,3
2959,austeilen,3
2960,austüfteln,3
2961,auswachsen,3
2962,auswandern,3
2963,bändigen,3
2964,beackern,3
2965,befahren,3
2966,beharken,3
2967,beikommen,3
2968,beistehen,3
2969,bekleiden,3
2970,belügen,3
2971,bemalen,3
2972,beneiden,3
2973,benoten,3
2974,berappeln,3
2975,bereuen,3
2976,beschenken,3
2977,beschießen,3
2978,bespielen,3
2979,bestärken,3
2980,bewohnen,3
2981,bummeln,3
2982,crashen,3
2983,davonlaufen,3
2984,davonziehen,3
2985,dazugewinnen,3
2986,denunzieren,3
2987,differenzieren,3
2988,distribuieren,3
2989,dotieren,3
2990,dudeln,3
2991,durchdrücken,3
2992,durchfahren,3
2993,durchfechten,3
2994,durchklicken,3
2995,durchlöchern,3
2996,durchsehen,3
2997,durchstellen,3
2998,durchstöbern,3
2999,durchstoßen,3
3000,eilen,3
3001,einfädeln,3
3002,einkassieren,3
3003,einprägen,3
3004,einschicken,3
3005,einschwören,3
3006,einwerfen,3
3007,emigrieren,3
3008,entern,3
3009,entfesseln,3
3010,entführen,3
3011,entgegenfiebern,3
3012,entrinnen,3
3013,entstammen,3
3014,erkämpfen,3
3015,erkiesen,3
3016,erkranken,3
3017,erliegen,3
3018,ermorden,3
3019,ersehen,3
3020,ertönen,3
3021,ertrinken,3
3022,erwachen,3
3023,erziehen,3
3024,färben,3
3025,fegen,3
3026,feien,3
3027,fernbedienen,3
3028,filzen,3
3029,fischen,3
3030,flimmern,3
3031,fortpflanzen,3
3032,freinehmen,3
3033,fruchten,3
3034,gediehen,3
3035,gegenübersitzen,3
3036,gegenübertreten,3
3037,gehorchen,3
3038,geißeln,3
3039,geradestehen,3
3040,gesundschrumpfen,3
3041,gipfeln,3
3042,glücken,3
3043,grenzen,3
3044,grummeln,3
3045,haken,3
3046,hangeln,3
3047,herangehen,3
3048,heranzoomen,3
3049,herausdrängen,3
3050,herausfischen,3
3051,herauskitzeln,3
3052,herauslassen,3
3053,herausreden,3
3054,hergehen,3
3055,herumdümpeln,3
3056,herumführen,3
3057,herumschleppen,3
3058,heulen,3
3059,hieven,3
3060,hinausposaunen,3
3061,hinausschieben,3
3062,hindümpeln,3
3063,hineinpassen,3
3064,hingucken,3
3065,hinhalten,3
3066,hinsetzen,3
3067,hinzustoßen,3
3068,hissen,3
3069,hocharbeiten,3
3070,hochkommen,3
3071,hochrechnen,3
3072,hocken,3
3073,hüten,3
3074,interpolieren,3
3075,jucken,3
3076,kanalisieren,3
3077,kapern,3
3078,kapieren,3
3079,kapitulieren,3
3080,kaskadieren,3
3081,katalogisieren,3
3082,klatschen,3
3083,kokettieren,3
3084,kommerzialisieren,3
3085,komponieren,3
3086,kränkeln,3
3087,kumulieren,3
3088,künden,3
3089,küssen,3
3090,langweilen,3
3091,lindern,3
3092,löffeln,3
3093,losbrechen,3
3094,loskommen,3
3095,losschicken,3
3096,mahlen,3
3097,maskieren,3
3098,mitgestalten,3
3099,mitschwimmen,3
3100,mitzählen,3
3101,modellieren,3
3102,mopsen,3
3103,morphen,3
3104,murren,3
3105,nachbestellen,3
3106,nachrechnen,3
3107,nachspielen,3
3108,nagen,3
3109,nahebringen,3
3110,näherliegen,3
3111,niederlassen,3
3112,paaren,3
3113,panaschieren,3
3114,parodieren,3
3115,patchen,3
3116,prallen,3
3117,puffern,3
3118,pumpen,3
3119,querstellen,3
3120,ragen,3
3121,rasen,3
3122,rasten,3
3123,richtigstellen,3
3124,rumoren,3
3125,saufen,3
3126,scharren,3
3127,schäumen,3
3128,schlummern,3
3129,schmecken,3
3130,schmunzeln,3
3131,schnallen,3
3132,schönen,3
3133,schrammen,3
3134,schreien,3
3135,schwanen,3
3136,schwelgen,3
3137,schwemmen,3
3138,schwenken,3
3139,schwermachen,3
3140,schwindeln,3
3141,schwirren,3
3142,sehnen,3
3143,sinnieren,3
3144,solidarisieren,3
3145,spinnen,3
3146,spötteln,3
3147,spriessen,3
3148,spucken,3
3149,sputen,3
3150,steckenbleiben,3
3151,stehenbleiben,3
3152,strahlen,3
3153,strippen,3
3154,stufen,3
3155,suspendieren,3
3156,tapezieren,3
3157,testieren,3
3158,tönen,3
3159,torpedieren,3
3160,trauern,3
3161,überdecken,3
3162,übererfüllen,3
3163,überfliegen,3
3164,überfrachten,3
3165,übergreifen,3
3166,überinterpretieren,3
3167,überliefern,3
3168,umbilden,3
3169,umetikettieren,3
3170,umformulieren,3
3171,umherlaufen,3
3172,umhüllen,3
3173,ummodeln,3
3174,ummünzen,3
3175,umschichten,3
3176,umsortieren,3
3177,umwerfen,3
3178,unterhöhlen,3
3179,unterkommen,3
3180,untermalen,3
3181,upgraden,3
3182,verachten,3
3183,veranschaulichen,3
3184,verbummeln,3
3185,vereinnahmen,3
3186,vereiteln,3
3187,verführen,3
3188,vergolden,3
3189,vergreifen,3
3190,vergüten,3
3191,verhehlen,3
3192,verheimlichen,3
3193,verheiraten,3
3194,verhöhnen,3
3195,verkörpern,3
3196,verkrampfen,3
3197,verleugnen,3
3198,vermischen,3
3199,versalzen,3
3200,versauen,3
3201,verschätzen,3
3202,verschleppen,3
3203,verschlimmern,3
3204,verschmähen,3
3205,verschmerzen,3
3206,verschrecken,3
3207,verschulden,3
3208,verspotten,3
3209,verstauen,3
3210,versteigen,3
3211,verstreuen,3
3212,vertelefonieren,3
3213,vertuschen,3
3214,verwarnen,3
3215,verwässern,3
3216,visualisieren,3
3217,voranstellen,3
3218,vorbeifahren,3
3219,vorschalten,3
3220,vorspiegeln,3
3221,wachrütteln,3
3222,wegrationalisieren,3
3223,wegschmeißen,3
3224,weiterbestehen,3
3225,weiterfahren,3
3226,weiternutzen,3
3227,weiterpflegen,3
3228,weiterschicken,3
3229,weitersenden,3
3230,weitertreiben,3
3231,weiterverhandeln,3
3232,weiterverteilen,3
3233,wiedererkennen,3
3234,wüten,3
3235,zelebrieren,3
3236,zerreiben,3
3237,zerreißen,3
3238,zimmern,3
3239,zollen,3
3240,zubringen,3
3241,zudenken,3
3242,zügeln,3
3243,zurechtstutzen,3
3244,zurollen,3
3245,zurückfließen,3
3246,zurückliefern,3
3247,zurückscheuen,3
3248,zurückversetzen,3
3249,zusammenbrauen,3
3250,zusammenpacken,3
3251,zusammenraufen,3
3252,zusammenschlagen,3
3253,zusammensuchen,3
3254,zusammentreten,3
3255,zusammentrommeln,3
3256,zusammenziehen,3
3257,zuschütten,3
3258,zweiteilen,3
3259,abbestellen,2
3260,abbröckeln,2
3261,abbügeln,2
3262,abchecken,2
3263,abdichten,2
3264,abfahren,2
3265,abfeuern,2
3266,abfließen,2
3267,abfordern,2
3268,abhandenkommen,2
3269,abhorchen,2
3270,abklingen,2
3271,abkündigen,2
3272,ableisten,2
3273,abmelden,2
3274,abreisen,2
3275,abschweifen,2
3276,absitzen,2
3277,abspulen,2
3278,abstossen,2
3279,abstottern,2
3280,abtauchen,2
3281,abtippen,2
3282,abverkaufen,2
3283,abzapfen,2
3284,abzweigen,2
3285,ackern,2
3286,adoptieren,2
3287,altern,2
3288,anbauen,2
3289,anfachen,2
3290,anfühlen,2
3291,ankaufen,2
3292,anleiten,2
3293,anofferieren,2
3294,anspornen,2
3295,ansuchen,2
3296,antasten,2
3297,anwerfen,2
3298,anzünden,2
3299,aquirieren,2
3300,assimilieren,2
3301,aufblähen,2
3302,aufeinandertreffen,2
3303,aufkreuzen,2
3304,aufrubbeln,2
3305,aufrunden,2
3306,aufstöbern,2
3307,auftanken,2
3308,auftrennen,2
3309,aufwärmen,2
3310,aufwirbeln,2
3311,ausbaldowern,2
3312,auseinanderfallen,2
3313,auseinanderpfriemeln,2
3314,ausfertigen,2
3315,ausfragen,2
3316,ausgraben,2
3317,ausgucken,2
3318,aushauchen,2
3319,aushungern,2
3320,ausklappen,2
3321,ausknipsen,2
3322,auskungeln,2
3323,ausleuchten,2
3324,auslisten,2
3325,ausmanövrieren,2
3326,ausmessen,2
3327,ausschenken,2
3328,ausscheren,2
3329,ausschnüffeln,2
3330,austesten,2
3331,ausverhandeln,2
3332,auswetzen,2
3333,ausziehen,2
3334,authentisieren,2
3335,authorisieren,2
3336,ballen,2
3337,befehligen,2
3338,befruchten,2
3339,beherzigen,2
3340,beipflichten,2
3341,beiwohnen,2
3342,bekriegen,2
3343,bemächtigen,2
3344,bemustern,2
3345,benamsen,2
3346,benehmen,2
3347,beratschlagen,2
3348,bereden,2
3349,beschleichen,2
3350,beschriften,2
3351,bestreiken,2
3352,beten,2
3353,bewenden,2
3354,bewerfen,2
3355,bewirtschaften,2
3356,bezwecken,2
3357,biegen,2
3358,brandmarken,2
3359,brüskieren,2
3360,bügeln,2
3361,bundeln,2
3362,bürgen,2
3363,büßen,2
3364,cachen,2
3365,carbonisieren,2
3366,dabeibleiben,2
3367,dahinschmelzen,2
3368,davonschwimmen,2
3369,davontragen,2
3370,dazugeben,2
3371,dazustoßen,2
3372,dekopieren,2
3373,delegieren,2
3374,demontieren,2
3375,designen,2
3376,destillieren,2
3377,dranhängen,2
3378,draufgehen,2
3379,draufkleben,2
3380,driften,2
3381,drinstecken,2
3382,düpieren,2
3383,duplizieren,2
3384,durchboxen,2
3385,durchbringen,2
3386,durcheinandergeraten,2
3387,durcheinanderwirbeln,2
3388,durchgeben,2
3389,durchkreuzen,2
3390,durchreichen,2
3391,durchscheinen,2
3392,durchschlüpfen,2
3393,durchspielen,2
3394,durchstreifen,2
3395,durchwandern,2
3396,durchwühlen,2
3397,dürsten,2
3398,eichen,2
3399,einbrennen,2
3400,eindeutschen,2
3401,einebnen,2
3402,einen,2
3403,einhaken,2
3404,einlullen,2
3405,einmauern,2
3406,einmotten,2
3407,einpacken,2
3408,einpassen,2
3409,einprügeln,2
3410,einrasten,2
3411,einreisen,2
3412,einschießen,2
3413,einschlafen,2
3414,einstehen,2
3415,einstürzen,2
3416,einweisen,2
3417,enkodieren,2
3418,entgegenblasen,2
3419,entgegenschlagen,2
3420,entgleiten,2
3421,entheben,2
3422,entladen,2
3423,entmachten,2
3424,entreißen,2
3425,entrümpeln,2
3426,entschlacken,2
3427,entschlüpfen,2
3428,entschwinden,2
3429,entwachsen,2
3430,entwanzen,2
3431,entzücken,2
3432,entzweien,2
3433,erahnen,2
3434,erblassen,2
3435,erdreisten,2
3436,ergaunern,2
3437,ergründen,2
3438,erhaschen,2
3439,erhellen,2
3440,erkalten,2
3441,ernähren,2
3442,erschwindeln,2
3443,eruieren,2
3444,erwählen,2
3445,erzürnen,2
3446,extrapolieren,2
3447,fächern,2
3448,fertigbringen,2
3449,festnageln,2
3450,festzurren,2
3451,flicken,2
3452,flitzen,2
3453,fortlassen,2
3454,freiräumen,2
3455,freirubbeln,2
3456,frotzeln,2
3457,futtern,2
3458,garnieren,2
3459,gastieren,2
3460,geizen,2
3461,gleiten,2
3462,glorifizieren,2
3463,glotzen,2
3464,graben,2
3465,grausen,2
3466,gruppieren,2
3467,hängenbleiben,2
3468,harren,2
3469,heften,2
3470,heranschaffen,2
3471,herantragen,2
3472,heraufbeschwören,2
3473,heraufziehen,2
3474,herausbewegen,2
3475,herausbilden,2
3476,herausführen,2
3477,herauslösen,2
3478,herausputzen,2
3479,herausschneiden,2
3480,herausstreichen,2
3481,herbeisehnen,2
3482,herbeiziehen,2
3483,herbekommen,2
3484,hereinlegen,2
3485,hermachen,2
3486,herrühren,2
3487,herumdrücken,2
3488,herumfummeln,2
3489,herumgeistern,2
3490,herumklicken,2
3491,herumkrebsen,2
3492,herumlaufen,2
3493,herumplagen,2
3494,herumreichen,2
3495,herumsurfen,2
3496,herumtreiben,2
3497,herumwerkeln,2
3498,herunterregeln,2
3499,herunterschrauben,2
3500,heruntertakten,2
3501,hervortreten,2
3502,hinaufschrauben,2
3503,hineinrutschen,2
3504,hineinschreiben,2
3505,hineinstecken,2
3506,hineinzoomen,2
3507,hingehören,2
3508,hinhören,2
3509,hinken,2
3510,hinleiten,2
3511,hinschmeißen,2
3512,hintanstehen,2
3513,hinterherhängen,2
3514,hinterherschicken,2
3515,hinüberretten,2
3516,hinwandern,2
3517,hinzukaufen,2
3518,hinzunehmen,2
3519,hinzuziehen,2
3520,hochhalten,2
3521,hochladen,2
3522,hochziehen,2
3523,huschen,2
3524,impfen,2
3525,implizieren,2
3526,implodieren,2
3527,indexieren,2
3528,individualisieren,2
3529,induzieren,2
3530,infragekommen,2
3531,infragestellen,2
3532,innewohnen,2
3533,inserieren,2
3534,instrumentalisieren,2
3535,intendieren,2
3536,internationalisieren,2
3537,jähren,2
3538,justieren,2
3539,kapseln,2
3540,karikieren,2
3541,karren,2
3542,killen,2
3543,klotzen,2
3544,knöpfen,2
3545,kollabieren,2
3546,kompostieren,2
3547,konferieren,2
3548,konfiszieren,2
3549,konzedieren,2
3550,korrelieren,2
3551,korrumpieren,2
3552,kosen,2
3553,kreischen,2
3554,kreuzen,2
3555,krümmen,2
3556,kurbeln,2
3557,kurieren,2
3558,laben,2
3559,laborieren,2
3560,lächeln,2
3561,lahmen,2
3562,lästern,2
3563,launchen,2
3564,leasen,2
3565,leeren,2
3566,leichtfallen,2
3567,leidtun,2
3568,leimen,2
3569,linken,2
3570,lockerlassen,2
3571,loseisen,2
3572,losfahren,2
3573,lossagen,2
3574,marschieren,2
3575,martern,2
3576,materialisierten,2
3577,mauern,2
3578,maximieren,2
3579,meckern,2
3580,mißfallen,2
3581,misshandeln,2
3582,mißverstehen,2
3583,mitbegründen,2
3584,mitbenutzen,2
3585,mitfliegen,2
3586,mitgeben,2
3587,mitgründen,2
3588,mitkommen,2
3589,mitlaufen,2
3590,mitreißen,2
3591,mitübernehmen,2
3592,mogeln,2
3593,moussieren,2
3594,multiplizieren,2
3595,musizieren,2
3596,nachbohren,2
3597,nachfolgen,2
3598,nachhaken,2
3599,nachsehen,2
3600,nachverfolgen,2
3601,nachwachsen,2
3602,näherbringen,2
3603,neutralisieren,2
3604,niedergehen,2
3605,normalisieren,2
3606,novellieren,2
3607,obsiegen,2
3608,parieren,2
3609,parlieren,2
3610,patrouillieren,2
3611,perfektionieren,2
3612,pfänden,2
3613,piepsen,2
3614,piesacken,2
3615,plattmachen,2
3616,plauschen,2
3617,plumpsen,2
3618,polarisieren,2
3619,prahlen,2
3620,professionalisieren,2
3621,projektieren,2
3622,qualmen,2
3623,quantifizieren,2
3624,querlegen,2
3625,rationalisieren,2
3626,rausfliegen,2
3627,rausgehen,2
3628,rausschicken,2
3629,recyceln,2
3630,reformieren,2
3631,reinhören,2
3632,reinreden,2
3633,reinvestieren,2
3634,reizen,2
3635,reorganisieren,2
3636,restrukturieren,2
3637,revitalisieren,2
3638,rüberbringen,2
3639,ruckeln,2
3640,runtergehen,2
3641,sägen,2
3642,säuseln,2
3643,scharen,2
3644,schassen,2
3645,schelten,2
3646,scheppern,2
3647,scherzen,2
3648,schiefgehen,2
3649,schlachten,2
3650,schlampen,2
3651,schleichen,2
3652,schlürfen,2
3653,schmieren,2
3654,schmökern,2
3655,schmoren,2
3656,schneidern,2
3657,schnüffeln,2
3658,schreddern,2
3659,schritthalten,2
3660,schulden,2
3661,schwängern,2
3662,segmentieren,2
3663,servieren,2
3664,sezieren,2
3665,sichergehen,2
3666,sinnen,2
3667,spamen,2
3668,spicken,2
3669,sprayen,2
3670,sprießen,2
3671,spritzen,2
3672,sprühen,2
3673,spuken,2
3674,spulen,2
3675,spurten,2
3676,stilisieren,2
3677,stillen,2
3678,stillstehen,2
3679,strangulieren,2
3680,straucheln,2
3681,stutzen,2
3682,taktieren,2
3683,tangieren,2
3684,tappen,2
3685,terminieren,2
3686,tingeln,2
3687,totschlagen,2
3688,touren,2
3689,trudeln,2
3690,tunneln,2
3691,tuscheln,2
3692,überbleiben,2
3693,überblenden,2
3694,überbringen,2
3695,übereinkommen,2
3696,überfüttern,2
3697,überheben,2
3698,überhitzen,2
3699,überhören,2
3700,überkleben,2
3701,überladen,2
3702,überlappen,2
3703,überleiten,2
3704,überquellen,2
3705,überqueren,2
3706,überreagieren,2
3707,überregulieren,2
3708,übersenden,2
3709,übersiedeln,2
3710,überspannen,2
3711,umbuchen,2
3712,umdeuten,2
3713,umfallen,2
3714,umformen,2
3715,umnennen,2
3716,umorganisieren,2
3717,umrunden,2
3718,umschulen,2
3719,umstimmen,2
3720,umtun,2
3721,unterfallen,2
3722,unterkriegen,2
3723,usurpieren,2
3724,veralbern,2
3725,verbiegen,2
3726,verdampfen,2
3727,verdongeln,2
3728,verdrehen,2
3729,verdreißigfachen,2
3730,veredeln,2
3731,vereinsamen,2
3732,verewigen,2
3733,verfangen,2
3734,verfestigen,2
3735,verfilmen,2
3736,verflüchtigen,2
3737,verformen,2
3738,vergewissern,2
3739,vergnügen,2
3740,verheddern,2
3741,verköstigen,2
3742,vermasseln,2
3743,veröden,2
3744,verpachten,2
3745,verplanen,2
3746,verpönen,2
3747,verprügeln,2
3748,verpulvern,2
3749,verschalten,2
3750,verscheiden,2
3751,verschlanken,2
3752,verschleudern,2
3753,verschönern,2
3754,verschrotten,2
3755,verschwören,2
3756,versenken,2
3757,versiegen,2
3758,versinnbildlichen,2
3759,verspekulieren,2
3760,versprühen,2
3761,vertauschen,2
3762,verunzieren,2
3763,verwackeln,2
3764,verwöhnen,2
3765,verzehren,2
3766,verzetteln,2
3767,verziehen,2
3768,verzweigen,2
3769,vibrieren,2
3770,vollführen,2
3771,vollstrecken,2
3772,voranpreschen,2
3773,vorausahnen,2
3774,vorauswerfen,2
3775,vorbeilaufen,2
3776,vorbeirauschen,2
3777,vorbeireden,2
3778,vorbelegen,2
3779,vorexerzieren,2
3780,vorfallen,2
3781,vorfinanzieren,2
3782,vorgreifen,2
3783,vorknöpfen,2
3784,vorsetzen,2
3785,vorsitzen,2
3786,vorsortieren,2
3787,vorspielen,2
3788,vorstehen,2
3789,vorübergehen,2
3790,vorzeichnen,2
3791,wägen,2
3792,wahrmachen,2
3793,waschen,2
3794,wechselwirken,2
3795,wedeln,2
3796,wegdiskutieren,2
3797,weggehen,2
3798,weglocken,2
3799,wegschwimmen,2
3800,wegstecken,2
3801,wegwischen,2
3802,weilen,2
3803,weiterbearbeiten,2
3804,weiterbenutzen,2
3805,weiterbeschäftigen,2
3806,weiterdenken,2
3807,weiterdrehen,2
3808,weiterempfehlen,2
3809,weiterfragen,2
3810,weiterschrumpfen,2
3811,weiterverbreiten,2
3812,weitervergeben,2
3813,weiterverschicken,2
3814,weiterversenden,2
3815,weiterziehen,2
3816,wickeln,2
3817,widerfahren,2
3818,wiederaufnehmen,2
3819,wiederkehren,2
3820,wiedersprechen,2
3821,wimmeln,2
3822,wühlen,2
3823,würfeln,2
3824,zähmen,2
3825,zeihen,2
3826,zentralisieren,2
3827,zerhacken,2
3828,zerkleinern,2
3829,zerschellen,2
3830,zertrampeln,2
3831,zoomen,2
3832,zubeißen,2
3833,zücken,2
3834,zuerteilen,2
3835,zukehren,2
3836,zuneigen,2
3837,zurückbeordern,2
3838,zurückbringen,2
3839,zurückdrängen,2
3840,zurückfeuern,2
3841,zurücksehnen,2
3842,zurücksetzen,2
3843,zurückspulen,2
3844,zurückstutzen,2
3845,zurückwerfen,2
3846,zurufen,2
3847,zusammenbasteln,2
3848,zusammengehören,2
3849,zusammenkaufen,2
3850,zusammenkratzen,2
3851,zusammenlaufen,2
3852,zusammenmischen,2
3853,zusammenschrumpfen,2
3854,zusammenzucken,2
3855,zuschanzen,2
3856,zustecken,2
3857,zutragen,2
3858,zwängen,2
3859,zwischenlagern,2
3860,abbeißen,1
3861,abberufen,1
3862,abbezahlen,1
3863,abbiegen,1
3864,abblitzen,1
3865,abdocken,1
3866,abdriften,1
3867,abdunkeln,1
3868,abebben,1
3869,abfackeln,1
3870,abfärben,1
3871,abfilmen,1
3872,abflachen,1
3873,abgleiten,1
3874,abgrasen,1
3875,abgucken,1
3876,abhacken,1
3877,abklären,1
3878,abknapsen,1
3879,abknöpfen,1
3880,abkratzen,1
3881,ablaschen,1
3882,ablassen,1
3883,ablichten,1
3884,abmontieren,1
3885,abmühen,1
3886,abnabeln,1
3887,abplagen,1
3888,abreagieren,1
3889,abrubbeln,1
3890,abrüsten,1
3891,absäbeln,1
3892,absaufen,1
3893,absaugen,1
3894,abschatten,1
3895,abschauen,1
3896,abscheiden,1
3897,abschreiten,1
3898,abschwatzen,1
3899,absenden,1
3900,abstehen,1
3901,abstrippen,1
3902,abstützen,1
3903,abtrotzen,1
3904,abwandeln,1
3905,abwärtsgehen,1
3906,abwatschen,1
3907,abwechseln,1
3908,abwischen,1
3909,ächzen,1
3910,alleinlassen,1
3911,amtieren,1
3912,ananerkennen,1
3913,anästhesieren,1
3914,anbaggern,1
3915,anbeißen,1
3916,anbeten,1
3917,anbiedern,1
3918,anbleiben,1
3919,andiskutieren,1
3920,andrehen,1
3921,anecken,1
3922,aneinanderreihen,1
3923,anfinden,1
3924,anfliegen,1
3925,anfüllen,1
3926,angedeihen,1
3927,ängstigen,1
3928,angucken,1
3929,anhaften,1
3930,anheimfallen,1
3931,ankabeln,1
3932,ankern,1
3933,ankoppeln,1
3934,ankratzen,1
3935,ankritisieren,1
3936,anlagern,1
3937,anlassen,1
3938,anlernen,1
3939,anliegen,1
3940,annektieren,1
3941,annoncieren,1
3942,anpfeifen,1
3943,anpiepsen,1
3944,anreizen,1
3945,anrennen,1
3946,anrühren,1
3947,anschmiegen,1
3948,anschmieren,1
3949,anschneiden,1
3950,anspinnen,1
3951,anstimmen,1
3952,anstöpseln,1
3953,anstrampeln,1
